2024-12-09 21:54:41.251325,cd dir1,/
2024-12-09 21:54:41.251378,ls,/dir1
2024-12-09 21:54:41.251430,wc file3.txt,/dir1
2024-12-09 21:54:41.254588,ls,/
2024-12-09 21:54:41.254655,cd dir1,/
2024-12-09 21:54:41.254709,ls,/dir1
2024-12-09 21:54:41.254760,wc file3.txt,/dir1
2024-12-09 22:05:14.748109,ls,/
2024-12-09 22:05:14.748557,cd dir1,/
2024-12-09 22:05:14.748624,ls,/dir1
2024-12-09 22:05:14.748672,wc file3.txt,/dir1
2024-12-09 22:05:14.751428,ls,/
2024-12-09 22:05:14.751505,cd dir1,/
2024-12-09 22:05:14.751564,ls,/dir1
2024-12-09 22:05:14.751613,wc file3.txt,/dir1
2024-12-09 22:05:14.754660,ls,/
2024-12-09 22:05:14.754713,cd dir1,/
2024-12-09 22:05:14.754759,ls,/dir1
2024-12-09 22:05:14.754800,wc file3.txt,/dir1
2024-12-09 22:18:27.145064,ls,/
2024-12-09 22:18:27.145525,cd dir1,/
2024-12-09 22:18:27.145969,ls,/dir1
2024-12-09 22:18:27.146142,wc file3.txt,/dir1
2024-12-09 22:18:29.984510,23,/dir1
2024-12-09 22:18:32.597761,св,/dir1
2024-12-09 22:18:34.896792,ls,/dir1
2024-12-09 22:20:19.243040,ls,/
2024-12-09 22:20:19.243677,cd dir1,/
2024-12-09 22:20:19.244135,ls,/dir1
2024-12-09 22:20:19.244316,wc file3.txt,/dir1
2024-12-09 22:20:24.607051,ls,/dir1
2024-12-09 22:20:38.261799,wc file3.txt,/dir1
2024-12-09 22:20:52.446934,exit,/dir1
2024-12-09 22:21:07.591377,ls,/
2024-12-09 22:21:07.591575,cd dir1,/
2024-12-09 22:21:07.591639,ls,/dir1
2024-12-09 22:21:07.591690,wc file3.txt,/dir1
2024-12-09 22:21:07.595858,ls,/
2024-12-09 22:21:07.595915,cd dir1,/
2024-12-09 22:21:07.595962,ls,/dir1
2024-12-09 22:21:07.596033,wc file3.txt,/dir1
2024-12-09 22:21:07.599069,ls,/
2024-12-09 22:21:07.599139,cd dir1,/
2024-12-09 22:21:07.599183,ls,/dir1
2024-12-09 22:21:07.599222,wc file3.txt,/dir1
2024-12-09 22:21:07.601736,ls,/
2024-12-09 22:21:07.601785,cd dir1,/
2024-12-09 22:21:07.601831,ls,/dir1
2024-12-09 22:21:07.601873,wc file3.txt,/dir1
2024-12-09 22:22:53.836995,ls,/
2024-12-09 22:22:53.838761,cd dir1,/
2024-12-09 22:22:53.838828,ls,/dir1
2024-12-09 22:22:53.838874,wc file3.txt,/dir1
2024-12-09 22:22:53.843207,ls,/
2024-12-09 22:22:53.843269,cd dir1,/
2024-12-09 22:22:53.843323,ls,/dir1
2024-12-09 22:22:53.843365,wc file3.txt,/dir1
2024-12-09 22:22:53.847147,ls,/
2024-12-09 22:22:53.847226,cd dir1,/
2024-12-09 22:22:53.847282,ls,/dir1
2024-12-09 22:22:53.847330,wc file3.txt,/dir1
2024-12-09 22:22:53.849755,ls,/
2024-12-09 22:22:53.849815,cd dir1,/
2024-12-09 22:22:53.849861,ls,/dir1
2024-12-09 22:22:53.849901,wc file3.txt,/dir1
2024-12-09 22:22:53.853366,ls,/
2024-12-09 22:22:53.853483,cd dir1,/
2024-12-09 22:22:53.853547,ls,/dir1
2024-12-09 22:22:53.853595,wc file3.txt,/dir1
2024-12-09 22:22:53.853892,unknown_command,/dir1
2024-12-09 22:22:53.856316,ls,/
2024-12-09 22:22:53.856384,cd dir1,/
2024-12-09 22:22:53.856434,ls,/dir1
2024-12-09 22:22:53.856475,wc file3.txt,/dir1
2024-12-09 22:22:53.859314,ls,/
2024-12-09 22:22:53.859365,cd dir1,/
2024-12-09 22:22:53.859409,ls,/dir1
2024-12-09 22:22:53.859450,wc file3.txt,/dir1
2024-12-09 22:31:41.156343,ls,/
2024-12-09 22:31:41.156645,cd dir1,/
2024-12-09 22:31:41.156712,ls,/dir1
2024-12-09 22:31:41.156758,wc file3.txt,/dir1
2024-12-09 22:31:41.161013,ls,/
2024-12-09 22:31:41.161071,cd dir1,/
2024-12-09 22:31:41.161121,ls,/dir1
2024-12-09 22:31:41.161162,wc file3.txt,/dir1
2024-12-09 22:31:41.165101,ls,/
2024-12-09 22:31:41.165172,cd dir1,/
2024-12-09 22:31:41.165223,ls,/dir1
2024-12-09 22:31:41.165264,wc file3.txt,/dir1
2024-12-09 22:31:41.167637,ls,/
2024-12-09 22:31:41.167692,cd dir1,/
2024-12-09 22:31:41.167741,ls,/dir1
2024-12-09 22:31:41.167786,wc file3.txt,/dir1
2024-12-09 22:31:41.168006,unknown_command,/dir1
2024-12-09 22:31:41.170801,ls,/
2024-12-09 22:31:41.170872,cd dir1,/
2024-12-09 22:31:41.170926,ls,/dir1
2024-12-09 22:31:41.170968,wc file3.txt,/dir1
2024-12-09 22:31:41.173255,ls,/
2024-12-09 22:31:41.173306,cd dir1,/
2024-12-09 22:31:41.173351,ls,/dir1
2024-12-09 22:31:41.173393,wc file3.txt,/dir1
2024-12-09 22:33:24.409799,ls,/
2024-12-09 22:33:24.410040,cd dir1,/
2024-12-09 22:33:24.410681,ls,/
2024-12-09 22:33:24.411224,wc file3.txt,/
2024-12-09 22:33:28.317192,ls,/
2024-12-09 22:33:29.728863,ls,/
2024-12-09 22:33:59.268164,ls,/
2024-12-09 22:33:59.268618,cd dir1,/
2024-12-09 22:33:59.269060,ls,/dir1
2024-12-09 22:33:59.269272,wc file3.txt,/dir1
2024-12-09 22:34:01.475644,ls,/dir1
2024-12-09 22:34:09.019465,ls,/
2024-12-09 22:34:09.019548,cd dir1,/
2024-12-09 22:34:09.019611,ls,/dir1
2024-12-09 22:34:09.019658,wc file3.txt,/dir1
2024-12-09 22:34:09.024239,ls,/
2024-12-09 22:34:09.024311,cd dir1,/
2024-12-09 22:34:09.024368,ls,/dir1
2024-12-09 22:34:09.024413,wc file3.txt,/dir1
2024-12-09 22:34:09.027755,ls,/
2024-12-09 22:34:09.027841,cd dir1,/
2024-12-09 22:34:09.027900,ls,/dir1
2024-12-09 22:34:09.027947,wc file3.txt,/dir1
2024-12-09 22:34:09.030227,ls,/
2024-12-09 22:34:09.030281,cd dir1,/
2024-12-09 22:34:09.030329,ls,/dir1
2024-12-09 22:34:09.030372,wc file3.txt,/dir1
2024-12-09 22:34:09.030573,unknown_command,/dir1
2024-12-09 22:34:09.033362,ls,/
2024-12-09 22:34:09.033426,cd dir1,/
2024-12-09 22:34:09.033474,ls,/dir1
2024-12-09 22:34:09.033515,wc file3.txt,/dir1
2024-12-09 22:34:09.035781,ls,/
2024-12-09 22:34:09.035834,cd dir1,/
2024-12-09 22:34:09.035878,ls,/dir1
2024-12-09 22:34:09.035920,wc file3.txt,/dir1
2024-12-10 13:23:57.975973,ls,/
2024-12-10 13:23:57.976559,cd dir1,/
2024-12-10 13:23:57.977004,ls,/dir1
2024-12-10 13:23:57.977180,wc file3.txt,/dir1
2024-12-10 13:24:05.453011,cal,/dir1
2024-12-10 13:24:19.117902,rmdir file3.txt,/dir1
2024-12-10 13:25:50.404837,ls,/
2024-12-10 13:25:50.405570,cd dir1,/
2024-12-10 13:25:50.406120,ls,/dir1
2024-12-10 13:25:50.406412,wc file3.txt,/dir1
2024-12-10 13:25:53.891467,cal,/dir1
2024-12-10 13:26:02.671561,rmdir dir1,/dir1
2024-12-10 13:26:09.494725,cd /,/dir1
2024-12-10 13:26:18.439258,rmdir dir1,/
